source,target,length,voltage_kV,capacity_MW,reactance
1899,1958,31.33163457520201,138,2419.993956770711,6.580893630582232e-05
1899,1960,38.971599285368114,138,1538.0497626295291,8.185591112238629e-05
1900,1901,40.097942094139725,138,2442.6631895703736,8.422168051699165e-05
1903,1990,24.901256364693733,138,1856.397702736938,5.230257585526934e-05
1906,1941,27.00733992113446,138,2437.4136055316335,5.672619181082642e-05
1908,2062,31.243707956202872,138,2951.2139617043426,6.562425531653618e-05
1910,1978,36.77538323383453,138,1974.9241800540506,7.724298095743443e-05
1911,1639,29.847261406366812,138,2902.0473586143326,6.269116027382233e-05
1639,2092,38.7628588741774,138,2234.0038964158794,8.14174729556341e-05
1917,1868,20.60418980078813,138,1984.2461889060608,4.3277021215686054e-05
1917,1999,19.218709513817473,138,1423.7155699409934,4.0366959701359946e-05
1868,1999,24.623716222211566,138,2414.959951957189,5.171963079649562e-05
1922,2119,23.813282461653667,138,2539.915498309085,5.001739647480292e-05
1922,2151,46.43226639243218,138,2733.0865248134864,9.752628941909721e-05
1926,1940,31.829388457577995,138,1418.821947891489,6.685441810035285e-05
1928,2003,21.655641273711783,138,1409.0042485651961,4.54854889176891e-05
1928,2177,42.94031965762932,138,2956.417289096232,9.019180772448921e-05
1929,1938,36.281905718235016,138,1666.3960762990828,7.620648123972908e-05
1930,2196,35.15575941723492,138,2292.1741449695564,7.38411245898654e-05
1932,1944,38.20742570086192,138,2696.0816460340848,8.025084163172006e-05
1933,1934,55.21325287558104,230,7881.214246938853,4.174915151272669e-05
1933,1935,35.12305984797622,138,2020.9021844275824,7.377244244481458e-05
1933,1944,48.201401269882474,138,1843.358858865489,0.00010124217868070254
1933,2116,25.118405665561504,138,2239.5212783379698,5.275867604612792e-05
1936,1937,28.880072393858516,138,2531.9480565975623,6.065967736580238e-05
1940,1939,24.54111189109824,138,1766.083409904431,5.154612873576609e-05
1940,2027,30.50347107040113,138,2027.8496266499087,6.406946244570705e-05
1945,2089,47.3210077333631,138,2533.5649267508807,9.939300091023546e-05
1945,2098,54.172217694331955,230,4085.9735340600196,4.096197935299203e-05
1945,2114,39.94916709332143,138,2576.7532708389526,8.390919364276712e-05
1945,2148,21.251680201520426,138,2157.475554956515,4.4637009454989336e-05
1946,2033,21.582867935186457,138,2506.5788993051,4.533263586470585e-05
1949,1186,48.51779493860477,138,2033.6251707519664,0.00010190673165008353
1186,2050,43.758813995240864,138,1827.5524276223987,9.191097247477602e-05
1186,2075,48.920603761410206,138,1513.903773377326,0.00010275279092923798
1951,2012,24.49338291853521,138,2940.322113571622,5.144587884590466e-05
1952,1836,30.100305868136893,138,2535.3813413785156,6.32226546274667e-05
1953,2056,49.46720054591831,138,1991.9405213888213,0.0001039008623102674
1953,2137,37.76143759291594,138,1678.6693432845686,7.931408862196164e-05
1953,2140,28.21317019651966,138,2465.090968730249,5.9258916606846584e-05
1953,2143,49.50125275287964,138,2912.8593802042633,0.00010397238553429875
1953,2186,32.20728706942729,138,2971.4977010830444,6.764815599543644e-05
1953,2187,37.834419382831825,138,1672.793879390781,7.946737950605298e-05
1955,1718,25.561465645383066,138,2215.756687748978,5.368927881827991e-05
1958,2038,23.508539340937535,138,2552.268464529137,4.9377314305686903e-05
1960,1596,28.090581507238205,138,2605.8524386537647,5.900143143717329e-05
1596,2038,28.221961397084012,138,1750.2907562731712,5.9277381636387336e-05
1961,1715,43.716409727940935,138,2679.57190154327,9.182190659092824e-05
1961,2029,44.96632875872888,138,2478.396807323931,9.444723536805057e-05
1961,2117,29.555079056745843,138,2841.691183430144,6.207746073670624e-05
1715,2111,40.0478967210576,138,2211.8806677924595,8.411656526162067e-05
1962,1963,79.83991315018447,230,6593.817550998524,6.0370444726037416e-05
1962,1964,50.344456185376536,230,6283.798260361159,3.8067641728073e-05
1962,2029,52.333552329981416,230,7708.907923107364,3.957168418146043e-05
1966,1965,30.90701517389379,138,2739.09794653873,6.491706610773742e-05
1965,2019,45.18447826905293,138,2973.31939537732,9.490543639792676e-05
1965,2034,28.441137581457497,138,2339.550666801698,5.9737739091488126e-05
1969,1970,40.88794166865828,138,1540.2732960733372,8.58809948932121e-05
1970,1608,32.5443161937596,138,2893.6749987486064,6.835605165670994e-05
1608,1998,25.7872710178063,138,1878.3419832941797,5.416356021383386e-05
1971,1991,28.668577918043024,138,2004.823983665599,6.021545456425756e-05
1972,2133,46.54732444711294,138,1629.590946513288,9.776795725081483e-05
1977,1927,19.04708506646097,138,1855.8125759205564,4.000647987074347e-05
1977,2051,27.710979612983724,138,2198.0495247053746,5.8204115969299986e-05
1927,2080,26.484869205561484,138,1718.899405397372,5.562879480269163e-05
1978,1979,38.05142951078837,138,1545.4116732808754,7.992318737825744e-05
1978,2175,27.76832155557478,138,2668.2010583941656,5.832455693252422e-05
1982,1986,37.601045090329706,138,1589.616737793591,7.897720035776036e-05
1983,1968,21.750224748110057,138,2860.9382322851534,4.5684151959903494e-05
1968,2126,21.927116617396432,138,2103.8684199080553,4.6055695478673457e-05
1985,2078,52.98302819787677,230,5013.670559151553,4.006278124603159e-05
1985,2161,23.720931339778744,138,1909.822633542284,4.982342226376547e-05
1990,2026,26.121621292630287,138,2989.964581404459,5.48658292220758e-05
1993,1994,35.518272767520806,138,1678.6331269095751,7.460254729577989e-05
1993,1995,45.9582421421589,138,1637.003952673351,9.653064932190486e-05
1996,2049,38.73524984208797,138,1423.9251857009615,8.135948297014907e-05
1999,1943,37.903876035978286,138,2090.2991958303364,7.961326619613166e-05
1999,2026,34.96887923335849,138,2351.779444705031,7.344860162436146e-05
1943,2030,21.05948829450529,138,1695.1401355771627,4.423332975111381e-05
2001,1602,33.36878010803502,138,2680.823847141091,7.008775490030459e-05
2001,2114,32.84412550907844,138,2921.9368512347037,6.898577086552917e-05
1602,2130,49.498304550383345,138,1821.47934146445,0.0001039661931325002
1602,2151,47.03103968047068,138,2337.491054223718,9.87839522799216e-05
2004,2075,41.784885452432434,138,2352.59856363055,8.776493478771778e-05
2009,1973,28.721191541997474,138,1612.4517850960015,6.032596417138726e-05
1973,2010,38.82621581617362,138,2462.0025223053,8.155054781805004e-05
2010,2005,25.6156757702329,138,1451.0180649485687,5.380314171441483e-05
2014,2127,36.14750150205402,138,2167.7765748274765,7.592417874827562e-05
2017,2018,22.108691973577013,138,2794.578299401014,4.643707618898763e-05
2019,2020,64.4019565072397,230,4201.589267173018,4.869713157447237e-05
2020,2046,25.990967134806656,138,2710.219778321797,5.459140334973042e-05
2020,2047,57.33239202709166,230,5839.073093839224,4.3351525162262126e-05
2023,1815,34.085682030560854,138,2336.8993757441917,7.15935350358346e-05
1815,2031,41.571502314226024,138,2689.478463977129,8.731674504143252e-05
2025,2024,29.72014550022599,138,2607.6206230520024,6.242416614204156e-05
2028,2060,38.212991166524695,138,2239.4787174605626,8.026253133065468e-05
2031,1697,25.870772975850564,138,1936.642711884872,5.433894764933956e-05
2031,2175,28.788874818974776,138,2765.0023347779324,6.046812606379915e-05
2032,2033,29.529692404461414,138,2988.000388793278,6.202413863570975e-05
2032,2041,53.80729949693912,230,7502.845631652446,4.068604876895208e-05
2038,2078,56.871705988114996,230,5853.050075081663,4.300318033127788e-05
2039,2040,36.72930029942444,138,2976.8946467446713,7.714618840458819e-05
2044,2045,29.09280651273946,138,2584.776834599007,6.110650391249625e-05
2046,2047,40.238415789811036,138,2517.234891231222,8.451673133755732e-05
2053,2196,33.73531622369194,138,2260.560995336634,7.085762701888666e-05
2056,2084,38.688896065027436,138,2416.723977209867,8.126212153965015e-05
2059,2057,24.76704767379628,138,2210.737894599166,5.202068404494073e-05
2057,2060,29.587802913403394,138,2986.052014556253,6.214619389498718e-05
2061,2107,23.008334709302638,138,2298.2712104610932,4.8326684959677876e-05
2063,2124,84.039309197601,230,4956.274482445953,6.354579145376257e-05
2064,2125,83.93476370803339,230,6366.345620642204,6.34667400438816e-05
2065,2097,23.953836281399788,138,2320.4312216666726,5.031261558790125e-05
2070,2101,20.491425046816552,138,2552.7593877474,4.3040170230658584e-05
2071,2165,32.949876443656336,138,1734.4335364001604,6.920789003078416e-05
2071,2166,34.932860111090385,138,2004.9891679590037,7.337294709323752e-05
2072,2073,33.852080142271724,138,2097.499061368955,7.110287784556128e-05
2073,2101,29.292858645685303,138,1780.129140608421,6.152669322765239e-05
2073,2108,20.343403813582903,138,1557.0967963267663,4.272926656917224e-05
2074,2101,36.50299560637311,138,2166.2908466156664,7.667085823644846e-05
2077,2191,28.4046502366251,138,1571.1019774533722,5.966110110612287e-05
2079,2095,29.45069087616977,138,2252.2616514605766,6.185820389869727e-05
2081,2055,34.296516304674824,138,2967.4392927571716,7.20363711503357e-05
2055,2107,30.142508246879427,138,2376.4205997177432,6.331129646477511e-05
2083,2082,25.245507523739725,138,2355.258355430984,5.302564067158102e-05
2083,2084,27.546087700844225,138,2732.848692828602,5.7857777149431266e-05
2083,2094,35.83027202813282,138,2420.259824808973,7.525787025442727e-05
2082,2085,29.584156275406592,138,2583.1921462520004,6.213853449990883e-05
2082,2137,39.11342429242061,138,2742.1977248651147,8.215380023612815e-05
2084,2085,20.044834373147022,138,2367.919891371161,4.2102151592411304e-05
2085,2143,32.3939482410063,138,2436.9915430856395,6.804021894771329e-05
2089,2054,24.167960744824978,138,2967.362051745356,5.076236241299092e-05
2089,2129,39.48872057429192,138,2163.19647859952,8.294207219973097e-05
2054,2119,20.473318510541965,138,2296.641817762327,4.300213927860106e-05
2054,2151,18.343800103233686,138,2510.9607618971045,3.852930078393969e-05
2091,2190,23.593768749661457,138,2512.975188555742,4.955633007700369e-05
2094,2107,43.78157169626743,138,2721.6085815523315,9.19587727289801e-05
2096,2135,20.640361029885078,138,1663.017457331424,4.3352995231852714e-05
2096,2190,36.11092909929786,138,1498.4033815583555,7.58473621073259e-05
2101,2122,26.62304294400627,138,2903.569032662051,5.5919014795224254e-05
2104,2109,31.97930296938019,138,2855.9165099055326,6.716929840239486e-05
2105,2107,44.3020523525966,138,2138.4277520541696,9.305198981851838e-05
2106,2058,35.30185397769506,138,2614.7209793095717,7.414798146963886e-05
2106,2154,33.92599419251402,138,1939.210426590538,7.125812684838062e-05
2110,2113,17.908117015057815,138,2728.923518209358,3.7614192428182766e-05
2111,2163,39.293081440331285,138,2191.36632132037,8.253115194356498e-05
2112,2164,31.83668014748546,138,1715.3843626302846,6.68697335590957e-05
2113,1732,55.08691944352875,230,7584.145721906829,4.1653625288112476e-05
1732,2117,45.616908063677265,138,2858.578948155163,9.581371153891466e-05
1732,2130,37.7415047382282,138,2876.779699082691,7.927222167239697e-05
2114,2151,34.52110546480945,138,1779.0527313971031,7.250809801472264e-05
2118,2151,25.638157381816615,138,2462.848174876713,5.3850362070608305e-05
2121,2137,40.662519750364666,138,2823.513980030226,8.540751890435761e-05
2123,2134,27.7832948306226,138,1422.056767353621,5.8356006785596724e-05
2127,2102,16.695688562074842,138,1463.8548208102115,3.506760882603411e-05
2102,2146,44.47082574783833,138,1644.824821251467,9.340648130190785e-05
2102,2155,48.239979963447375,138,1456.176815494478,0.00010132320933301276
2128,2153,33.20163038083073,138,2513.6662592140174,6.97366737677604e-05
2130,2153,21.872167198165386,138,1824.416072893162,4.594027976930347e-05
2131,2145,24.232316117614342,138,1958.1702106917392,5.0897534378522034e-05
2133,2146,34.45108872535819,138,2785.3697401522095,7.236103491988698e-05
2133,2154,34.414929052417094,138,2966.9828326042034,7.228508517625939e-05
2134,2090,20.867505653088994,138,1659.6974149845653,4.38300895885087e-05
2090,2144,32.5621707239383,138,2930.689972931425,6.839355329539655e-05
2136,2156,74.66994370902519,230,6763.340395722234,5.646120507298691e-05
2137,2140,27.069687307549373,138,2824.2418329080137,5.685714620363237e-05
2140,2066,33.28844055495095,138,1748.2450978345844,6.991900977725468e-05
2066,2186,20.749805583498755,138,2005.6500165181703,4.3582872471116895e-05
2066,2187,24.586949774750536,138,1621.6155045381438,5.1642406584227127e-05
2142,2093,30.05574078037843,138,2745.9339639334894,6.312905015832478e-05
2145,1887,31.66238871792508,138,2514.5170571807735,6.650365200152296e-05
2145,2103,34.18002311096023,138,1494.111827181276,7.179168895391772e-05
2145,2132,33.09940080971261,138,1873.2027485447557,6.952195087106198e-05
1887,2157,44.75084412603297,138,1898.2928329492893,9.399463164468173e-05
2103,2157,40.93631291111249,138,1968.5764179044395,8.59825938061594e-05
2146,2147,33.30612840463142,138,1670.977633735759,6.995616132037686e-05
2149,2150,19.47631236683677,138,2718.8057353833283,4.090802849577141e-05
2159,2169,25.6898390526779,138,2944.199042590435,5.3958914204322413e-05
2159,2170,34.397909689610664,138,2333.036903481889,7.224933772234964e-05
2161,2160,25.37292727936022,138,2077.4798777914298,5.329327300852808e-05
2160,2162,33.59805172391543,138,2276.317600243203,7.056931679041258e-05
2162,2152,28.854100920328396,138,1475.546352034837,6.060512690680193e-05
2175,2174,28.992257846276832,138,2389.035781434113,6.089531158638276e-05
2177,2178,32.15331157421402,138,1718.7290443340617,6.753478591517333e-05
2178,2183,35.346204010651434,138,2829.28191060072,7.42411342378732e-05
2180,1172,27.636482519759877,138,2470.7912774629085,5.8047642343541017e-05
2180,2181,31.178552783158576,138,2640.522315790001,6.548740345128875e-05
2182,2197,25.63958719484384,138,1404.1887687015696,5.385336524856929e-05
2185,2198,25.82171291660556,138,2020.8483208596049,5.423590194624146e-05
2190,2168,29.346479217522692,138,2048.922219243411,6.163931782718481e-05
2191,2192,25.54752470060851,138,2783.300086429726,5.365999727075931e-05
2192,2171,35.07160954781655,138,2053.4130917928583,7.366437628190832e-05
2192,2172,33.39894102368673,138,1951.4536427134058,7.015110485966548e-05
2200,2199,60.10266371516411,230,6717.151967846505,4.5446248555889695e-05
2200,2201,62.38389024534614,230,7882.788505281849,4.7171183550356256e-05
2199,2204,60.379727829321205,230,7344.49218235498,4.565574883124477e-05
2201,2203,60.33464141835932,230,4578.962395346776,4.5621657027114805e-05
2202,2204,63.78897420822885,230,5420.252067561014,4.823362889091029e-05
2207,2213,136.91178832464516,345,15830.986534398158,4.601110298664823e-05
2210,2205,23.61440804971615,138,2984.317009061292,4.959968084376423e-05
2210,2212,31.081162063877173,138,1637.5953559157433,6.528284407451622e-05
2205,2211,24.10071309924248,138,2732.711944397106,5.062111552035807e-05
2211,2212,30.487598844358004,138,2301.2350184746083,6.403612443679479e-05
2212,2213,23.17070104011735,138,2763.570497918612,4.86677190508661e-05
2212,2282,42.7912297050366,138,1861.1536222174018,8.987865932584877e-05
2222,2221,27.031782452235785,138,2663.102890325943,5.6777530880562454e-05
2222,2223,61.05437066483767,230,5631.643282757814,4.6165875739007694e-05
2222,2224,39.35110116966617,138,1447.8549045987768,8.265301652943956e-05
2222,2229,34.57008382489835,138,1430.231493387279,7.261097211698877e-05
2222,2321,80.85289331450369,230,7799.599079982127,6.113640326238465e-05
2222,2418,59.539584203221466,230,7979.867256131898,4.5020479548749695e-05
2221,2223,73.66463298480483,230,4389.145846970219,5.570104573520214e-05
2221,2232,36.68659376211565,138,2882.013598036392,7.705648763309315e-05
2221,2261,30.22955159297769,138,2376.7859814519707,6.349412222847655e-05
2221,2295,36.16999384471745,138,1502.539904505485,7.597142164401901e-05
2221,2376,26.764376728011076,138,2625.852630874602,5.621587214453072e-05
2221,2402,32.56174196476594,138,2248.9084737638454,6.839265273002719e-05
2221,2403,27.04214825896975,138,2184.72493741773,5.679930321144665e-05
2221,2405,69.51504889914128,230,7150.506151828495,5.256336400691213e-05
2223,2229,34.30722677692412,138,1943.2477216323186,7.205886741634975e-05
2223,2235,207.77419804072352,345,14929.967440778746,6.982539736718286e-05
2223,2383,114.93763266289595,230,4418.868212330682,8.690936307213305e-05
2224,2321,47.45030218799457,138,2823.863787668954,9.966457086325262e-05
2224,2350,46.696562670143145,138,2815.575558363784,9.808141707654515e-05
2228,2226,23.194391751494585,138,2639.467450931866,4.8717478999148466e-05
2228,2234,26.320661903806656,138,2877.787570533194,5.5283893937842166e-05
2229,2220,28.26202458465063,138,2888.5280686399506,5.936153031852684e-05
2230,2227,47.26708030992603,138,1764.6811935157518,9.927973179988663e-05
2230,2263,46.48425129150083,138,2137.519222209584,9.763547845305782e-05
2227,2359,48.59468659886707,138,1752.1230365976267,0.00010206823482223707
2231,2317,143.9303593640216,345,11795.85799117103,4.8369791006602514e-05
2231,2347,66.38222798111633,230,6290.900395893603,5.019450130897265e-05
2231,2357,83.07481083284694,230,4365.417233719595,6.281649212313568e-05
2232,2405,33.65816138407591,138,2395.5323506574878,7.069557106506177e-05
2234,2360,28.490399358311997,138,1862.2050624672165,5.984120848206678e-05
2235,2262,102.1811125177921,230,7940.471903294661,7.726360114766888e-05
2235,2298,154.61258651202294,345,17038.68412554174,5.1959701411307855e-05
2235,2309,52.15946674139412,230,7684.527044092629,3.944005046608251e-05
2235,2312,149.04437071617298,345,10836.4668834345,5.00884253614528e-05
2235,2328,35.261324149260176,138,2232.446456584481,7.40628526554509e-05
2235,2369,74.83890574874076,230,6002.131899486335,5.658896464933139e-05
2235,2383,92.96580227484192,230,6421.829615858689,7.02955026652869e-05
2238,2236,24.241968551225323,138,2884.459206203319,5.0917808341157994e-05
2238,2237,24.674129247537635,138,1638.5748733627224,5.1825518268300007e-05
2238,2291,31.41539214877001,138,1928.273604720428,6.598486063593785e-05
2238,2368,85.67511117891951,230,5697.355183791756,6.47826927628881e-05
2238,2396,81.59229506697905,230,7485.453586360854,6.169549721510703e-05
2242,2241,27.578889337875893,138,2492.812372901042,5.7926673677538105e-05
2242,2249,99.3056905300663,230,4046.8771624946253,7.508936902084409e-05
2242,2310,69.40469603345645,230,6763.732915044334,5.2479921386356484e-05
2242,2355,90.1932993987852,230,6319.514892068493,6.819909217299449e-05
2241,4507,24.44920895445495,138,2005.988853803185,5.135309589257499e-05
2241,4631,25.13746912481042,138,1640.3924683152106,5.279871691831636e-05
2244,2208,32.47201045909074,138,1766.0013162634016,6.820418075843465e-05
2244,2219,16.948339462888327,138,1645.9575760522685,3.559827654460896e-05
2244,2332,32.678316922640015,138,1839.276348849777,6.863750666381015e-05
2208,2390,26.084488549030443,138,2943.944788742935,5.478783564173586e-05
2219,2332,27.914477744998138,138,2889.1920115339094,5.863154325771505e-05
2219,2373,13.924360586942598,138,2886.519117320746,2.9246714108260024e-05
2219,2397,23.514509123230734,138,2572.6056361667133,4.9389853230898414e-05
2249,2248,41.513382495437675,138,1451.6556525729566,8.719467022776239e-05
2249,2251,22.43448300562784,138,1435.6306741984572,4.712136737161907e-05
2249,2252,22.68071461392928,138,2519.9982093475587,4.763855201413417e-05
2249,2253,77.87338438065355,230,4937.555095212382,5.8883466450399666e-05
2249,2370,148.51931610972963,345,12226.459386201761,4.991197348783184e-05
2249,2412,53.19678686379832,230,4018.3867734717796,4.022441350759798e-05
2249,4573,133.95090481752072,345,12297.467205682153,4.501605706953017e-05
2249,4652,141.5832252773646,345,10238.830998446918,4.758100408397046e-05
2248,2250,23.195556238781975,138,1453.7313100344898,4.8719924887170715e-05
2248,4535,32.70115678206478,138,2623.9318559221233,6.868547948343788e-05
2248,4536,35.92902455458537,138,2211.0912765762455,7.546528996972352e-05
2253,2311,75.5719470348706,230,4773.783538720579,5.7143249175705566e-05
2256,2247,26.951407937176505,138,2406.4992694198445,5.6608712323412106e-05
2256,2303,25.685965291203317,138,1420.2886110911727,5.3950777759301234e-05
2247,2386,31.462640338242398,138,2962.350856604269,6.608410068944003e-05
2262,2258,22.438941264206267,138,1429.334541732718,4.713073149381699e-05
2262,2259,22.723733497161092,138,2253.5542501881014,4.772890883671726e-05
2262,2260,25.929599769624343,138,2203.111470371122,5.446250739261571e-05
2262,2298,53.81624032992738,230,4207.545849828313,4.069280932319651e-05
2262,2364,86.79898064926108,230,5460.273786356447,6.563249954575507e-05
2263,2306,85.12707541598326,230,5649.887714918044,6.436829899129169e-05
2263,2357,80.69711167323462,230,4404.188260436535,6.101860996085794e-05
2268,2267,35.054296884280795,138,2013.9784261457048,7.362801277941776e-05
2268,2271,28.778364298668794,138,2707.0869996982356,6.044604977666203e-05
2268,2382,55.50220008857748,230,4376.912279349537,4.1967637118017e-05
2268,2416,37.20478079582272,138,1541.2561569641898,7.814488719979567e-05
2267,2269,31.780704572713645,138,2623.9820448707096,6.675216251357623e-05
2267,2270,30.044198329316426,138,1994.891297256613,6.310480640478141e-05
2267,2333,21.428562243634023,138,2951.293041733893,4.500853233277467e-05
2267,2381,34.98122584844614,138,2738.7467925277188,7.347453444328112e-05
2272,2266,61.4855183177063,230,4630.115024756467,4.649188530639418e-05
2272,2334,62.79945462453716,230,4616.0654053128765,4.7485409924035665e-05
2266,2414,60.50822035954211,230,7234.882935988822,4.575290764426625e-05
2275,2273,26.309817012212388,138,1476.250749565143,5.5261115337560146e-05
2275,2274,35.90588559208781,138,2671.9348148413924,7.541668891427812e-05
2274,2372,39.33506576758833,138,2673.796138253692,8.261933578573478e-05
2274,2407,25.987699532032448,138,2542.0786359863228,5.458454007988332e-05
2277,2276,26.41774679243677,138,2861.050914161501,5.548781094819738e-05
2276,2290,29.383529985571933,138,2645.5463631176926,6.171713922615404e-05
2276,2389,26.321517517052477,138,2660.6185549280212,5.5285691067112955e-05
2281,2254,35.494958999126894,138,1910.9838390170228,7.455357907819134e-05
2281,2282,56.13739372191234,230,5049.348910061549,4.244793476137039e-05
2281,2336,43.93372153073424,138,2954.3933874121385,9.227834810068102e-05
2254,2379,29.370513255387618,138,2609.1305561539566,6.168979889810464e-05
2282,2257,42.28914540240793,138,1439.3028862257497,8.882408192062157e-05
2282,2264,63.38071295595214,230,5388.373199384516,4.79249247303986e-05
2282,2283,95.3792148708344,230,4572.59398514782,7.212038931632092e-05
2282,2284,46.802910944150746,138,2960.895896807733,9.830479089298623e-05
2282,2302,30.84192471330207,138,2967.1155521974356,6.478035016446559e-05
2282,2304,92.36082960994662,230,4779.246038533725,6.983805641583865e-05
2282,2372,47.08100842387823,138,2378.0218913653116,9.888890658239494e-05
2282,2375,44.412631241584876,138,2681.3209748755708,9.328424961475505e-05
2257,2407,39.4816858701702,138,2918.324230531035,8.292729651369503e-05
2264,2286,59.02828868645692,230,4629.470618282037,4.463386668163095e-05
2283,2284,49.51131369684401,138,1543.2972664523734,0.00010399351753170344
2284,2280,26.52793532218625,138,1785.779373198693,5.571925083424963e-05
2285,2239,35.24168216960263,138,1411.6633523151227,7.402159665953084e-05
2285,2286,64.86659120038371,230,6174.301084096627,4.9048462155299594e-05
2285,2331,26.621690328987437,138,1471.5956607506532,5.5916173763888753e-05
2285,2392,58.2836985609913,230,4517.487842459214,4.407084957352839e-05
2239,2313,27.157895123490345,138,2675.1405591156445,5.7042417818715275e-05
2288,2217,22.886004596892846,138,2415.7200373258042,4.806974290462686e-05
2288,2316,24.47472180667234,138,1563.9263135980304,5.1406683063794026e-05
2217,2345,23.57811668479922,138,1401.0602173792772,4.95234544944323e-05
2290,2292,31.52699209769299,138,2753.5441842404607,6.621926506551772e-05
2290,2368,21.670022310798434,138,2736.9787701620185,4.55156948346953e-05
2290,2377,25.431635182697168,138,1538.2088969978781,5.3416583034440596e-05
2291,2315,29.329207121400344,138,1794.5664126636243,6.16030395324519e-05
2292,2255,34.162890887666464,138,2217.50218968778,7.175570444794469e-05
2255,2327,42.25054732118142,138,2185.659722541502,8.874301054648483e-05
2295,2405,36.59325953722761,138,2049.253411638506,7.686044851339552e-05
2298,2296,25.912518720041508,138,2805.7750590177975,5.442663037185782e-05
2298,2297,26.989003065487633,138,2829.4272492722075,5.6687677096172304e-05
2298,2343,184.2157717791973,345,12246.680362330999,6.190826188756893e-05
2298,2369,94.92895352849354,230,6964.1468199555675,7.177992705368132e-05
2300,2299,18.037879785576266,138,2757.3764179968302,3.788674603145614e-05
2300,2407,27.236879814501506,138,2823.020027084457,5.7208317190719394e-05
2299,2407,28.353312900021162,138,1490.8048185510631,5.9553272211764676e-05
2302,2354,35.29624634292587,138,2257.767179053404,7.413620319875209e-05
2303,2348,27.218425836188583,138,1493.5336809055289,5.7169556471725654e-05
2303,2408,25.6825931732856,138,1771.7002712650656,5.394369496594328e-05
2304,790,92.66602742721419,230,4779.86545218363,7.006882981263833e-05
2304,2354,28.599194041834426,138,2670.6503196258996,6.00697207347919e-05
790,2417,90.78342556725309,230,7151.294212704182,6.86453123381876e-05
2305,2233,61.1930892520038,230,7435.320626962325,4.627076692022972e-05
2305,2310,63.51638792987539,230,7825.138480314304,4.802751450274133e-05
2233,2361,111.31275719390351,230,5065.892612223238,8.416843644151494e-05
2233,2409,105.54389706338966,230,4311.084431112991,7.9806349386306e-05
2306,2265,84.77694888564521,230,7736.125133860509,6.410355303262399e-05
2265,4854,85.19870279173267,230,7024.927641698309,6.442245957786971e-05
2307,2330,56.80580457901194,230,4970.268918956359,4.2953349398118673e-05
2308,2246,23.548076445546492,138,2418.436941614789,4.946035800366833e-05
2308,2388,34.299334949800595,138,2441.720180095684,7.204229142995294e-05
2308,2415,28.785880731325474,138,2495.678820608935,6.0461837284867615e-05
2246,2388,31.393284781438602,138,2644.907889001484,6.593842634202605e-05
2246,2420,29.30974826846007,138,1510.2709464999705,6.156216817571953e-05
2309,2383,44.0461350207666,138,2503.506300854593,9.251446129125518e-05
2309,2388,35.99795121261332,138,2217.23832142366,7.56100634585451e-05
2311,2346,72.85373809153577,230,4656.568041213928,5.5087892696813446e-05
2312,2364,146.7263458691508,345,13135.546356428804,4.9309421002025056e-05
2312,4837,197.69533882881151,345,11440.031773944029,6.643825711533258e-05
2314,2225,48.457369207146215,138,1512.4316387209294,0.00010177981349957196
2314,2321,70.74115193782256,230,5307.086902382772,5.3490474055064326e-05
2314,2359,51.10810793976421,230,6738.174463314619,3.864507216617332e-05
2225,2404,45.99339032308567,138,1707.9006597722973,9.660447452864035e-05
2315,2245,27.52599032187038,138,2734.874951636241,5.781556463320811e-05
2245,2421,25.98491394256475,138,1683.1242748366642,5.457868923033973e-05
2316,2317,25.612080826557193,138,1518.9844733359255,5.3795590898040726e-05
2317,2370,143.32531885651653,345,17741.943171324852,4.816645876295451e-05
2320,2278,42.58533256060118,138,2792.694858889509,8.944619315396173e-05
2320,2321,42.4150014854804,138,1491.4864582042592,8.908842992119387e-05
2278,2371,38.86015142250479,138,1417.932145734902,8.162182613422556e-05
2321,2319,31.54098446466136,138,1470.855805339398,6.624865462016669e-05
2321,2322,29.598888712188,138,1637.3920317139145,6.216947849650913e-05
2321,2323,25.191751434628312,138,2758.2239165000083,5.291273143169148e-05
2321,2324,27.57632950163054,138,2448.014902622125,5.79212969998541e-05
2321,2393,89.54541954879654,230,4145.086372567776,6.770920192725637e-05
2319,2366,41.22525326206743,138,2704.6158597020326,8.658948385227354e-05
2325,2240,35.55279791143883,138,1914.7024354277708,7.467506387615801e-05
2325,2243,20.180414073888585,138,1970.240165030318,4.238692307054944e-05
2325,2358,24.63855872408129,138,2509.0488353358287,5.175080597370571e-05
2325,2406,30.179144602915752,138,2299.9773648391783,6.338824743313537e-05
2240,2366,35.1288807747086,138,2312.9808591223923,7.37846687139437e-05
2243,2335,30.761329276521874,138,2850.108903190614,6.46110675835368e-05
2327,2318,39.62435501201995,138,2468.5192988325366,8.32269586473849e-05
2327,2328,23.38022439406644,138,2170.6617179869177,4.910780170986439e-05
2327,2329,17.48947270867834,138,1536.9703077766917,3.673487231396416e-05
2327,2352,27.59499141697283,138,1557.613601170594,5.7960494469592164e-05
2327,2380,31.41440826542194,138,1476.3426472054125,6.598279408826284e-05
2327,2420,38.80035757869525,138,2032.3623639052746,8.149623519994801e-05
2318,2332,34.083741572133775,138,1906.7587269956903,7.158945929874768e-05
2328,2329,40.72838099135427,138,2218.3126505726664,8.554585379406483e-05
2328,2383,58.30319878936488,230,4085.839596380666,4.408559454772392e-05
